Battery temp, Charger temp, Battery voltage, Battery current, Battery capacity
27,Not,8063,4440,23
27,Not,8063,4440,23
27,Not,8064,4440,23
27,Not,8063,4440,23
27,Not,8064,4439,23
27,Not,8063,4439,23
27,Not,8063,4440,23
27,Not,8063,4439,23
27,Not,8063,4440,23
27,Not,8063,4440,23
27,Not,8063,4440,23
27,Not,8063,4440,23
27,Not,8063,4440,23
27,Not,8064,4440,24
27,Not,8063,4440,24
27,Not,8063,4439,24
27,Not,8063,4440,24
27,Not,8063,4440,24
27,Not,8064,4440,24
27,Not,8064,4440,24
27,Not,8064,4439,24
27,Not,8064,4440,24
27,Not,8065,4440,24
27,Not,8066,4440,24
27,Not,8066,4440,24
27,Not,8066,4440,24
27,Not,8065,4440,24
27,Not,8064,4440,24
27,Not,8065,4440,24
27,Not,8065,4440,24
27,Not,8065,4439,24
27,Not,8065,4440,24
27,Not,8065,4440,24
27,Not,8065,4440,24
27,Not,8065,4439,24
27,Not,8065,4440,24
27,Not,8066,4440,24
27,Not,8066,4440,24
27,Not,8066,4440,24
27,Not,8068,4439,24
27,Not,8068,4440,24
27,Not,8068,4441,24
27,Not,8068,4440,24
27,Not,8066,4440,24
27,Not,8066,4440,24
27,Not,8067,4440,24
27,Not,8067,4440,24
27,Not,8067,4439,24
27,Not,8067,4440,24
27,Not,8067,4440,24
27,Not,8068,4439,24
27,Not,8068,4440,24
27,Not,8068,4440,24
27,Not,8068,4440,24
27,Not,8068,4440,24
27,Not,8068,4440,24
27,Not,8070,4440,24
27,Not,8070,4440,24
27,Not,8069,4440,24
27,Not,8068,4440,24
27,Not,8070,4440,24
27,Not,8070,4440,25
27,Not,8070,4439,25
27,Not,8070,4440,25
27,Not,8069,4440,25
27,Not,8069,4440,25
27,Not,8069,4440,25
27,Not,8069,4440,25
27,Not,8069,4439,25
27,Not,8069,4440,25
27,Not,8069,4440,25
27,Not,8069,4440,25
27,Not,8069,4440,25
27,Not,8069,4439,25
27,Not,8069,4440,25
27,Not,8069,4440,25
27,Not,8069,4440,25
27,Not,8070,4440,25
27,Not,8071,4439,25
27,Not,8072,4440,25
27,Not,8072,4440,25
27,Not,8072,4440,25
27,Not,8070,4440,25
27,Not,8071,4440,25
27,Not,8071,4440,25
27,Not,8071,4440,25
27,Not,8071,4440,25
27,Not,8071,4440,25
27,Not,8071,4439,25
27,Not,8071,4440,25
27,Not,8071,4440,25
27,Not,8071,4440,25
27,Not,8071,4440,25
27,Not,8072,4440,25
27,Not,8072,4439,25
27,Not,8074,4440,25
27,Not,8074,4439,25
27,Not,8074,4440,25
27,Not,8074,4439,25
27,Not,8073,4440,25
27,Not,8073,4440,25
27,Not,8073,4440,25
27,Not,8073,4440,25
27,Not,8074,4440,25
27,Not,8073,4440,25
27,Not,8073,4440,25
27,Not,8073,4440,25
27,Not,8073,4440,25
27,Not,8073,4440,25
27,Not,8073,4440,25
27,Not,8073,4440,25
27,Not,8073,4439,26
27,Not,8073,4440,26
27,Not,8073,4439,26
27,Not,8073,4440,26
27,Not,8073,4440,26
27,Not,8073,4440,26
27,Not,8076,4440,26
27,Not,8076,4440,26
27,Not,8076,4440,26
27,Not,8076,4440,26
27,Not,8075,4440,26
27,Not,8074,4440,26
27,Not,8074,4440,26
27,Not,8075,4440,26
27,Not,8075,4440,26
27,Not,8075,4440,26
27,Not,8075,4439,26
27,Not,8075,4440,26
27,Not,8075,4440,26
27,Not,8075,4439,26
27,Not,8075,4439,26
27,Not,8075,4440,26
27,Not,8075,4439,26
27,Not,8077,4440,26
27,Not,8077,4440,26
27,Not,8077,4440,26
27,Not,8077,4439,26
27,Not,8078,4439,26
27,Not,8077,4440,26
27,Not,8077,4440,26
27,Not,8077,4440,26
27,Not,8076,4440,26
27,Not,8077,4439,26
27,Not,8077,4440,26
27,Not,8077,4440,26
27,Not,8077,4439,26
27,Not,8077,4440,26
27,Not,8077,4439,26
27,Not,8077,4440,26
27,Not,8077,4439,26
27,Not,8077,4440,26
27,Not,8077,4440,26
27,Not,8077,4439,26
27,Not,8077,4439,26
27,Not,8077,4440,26
27,Not,8079,4440,26
27,Not,8079,4440,26
27,Not,8079,4440,26
27,Not,8079,4439,26
27,Not,8078,4439,27
27,Not,8077,4440,27
27,Not,8078,4439,27
27,Not,8078,4439,27
27,Not,8078,4440,27
27,Not,8078,4439,27
27,Not,8078,4439,27
27,Not,8078,4440,27
27,Not,8078,4439,27
27,Not,8078,4440,27
27,Not,8078,4439,27
27,Not,8078,4439,27
27,Not,8078,4440,27
27,Not,8078,4439,27
27,Not,8080,4440,27
27,Not,8080,4439,27
27,Not,8080,4440,27
27,Not,8080,4439,27
27,Not,8079,4439,27
27,Not,8079,4439,27
27,Not,8080,4440,27
27,Not,8080,4439,27
27,Not,8079,4439,27
27,Not,8080,4439,27
27,Not,8080,4440,27
27,Not,8080,4439,27
27,Not,8080,4440,27
27,Not,8080,4439,27
27,Not,8080,4440,27
27,Not,8080,4439,27
27,Not,8080,4440,27
27,Not,8082,4439,27
27,Not,8080,4440,27
27,Not,8080,4439,27
27,Not,8080,4439,27
27,Not,8082,4439,27
27,Not,8082,4440,27
27,Not,8082,4439,27
27,Not,8082,4440,27
27,Not,8082,4439,27
27,Not,8081,4439,27
27,Not,8080,4439,27
27,Not,8081,4440,27
27,Not,8081,4440,27
27,Not,8081,4440,27
27,Not,8081,4439,27
27,Not,8081,4439,27
27,Not,8081,4440,27
27,Not,8081,4440,28
27,Not,8081,4439,28
27,Not,8081,4440,28
27,Not,8081,4439,28
27,Not,8083,4439,28
27,Not,8083,4440,28
27,Not,8083,4440,28
27,Not,8083,4440,28
27,Not,8083,4439,28
27,Not,8082,4440,28
27,Not,8082,4439,28
27,Not,8082,4440,28
27,Not,8082,4439,28
27,Not,8082,4439,28
27,Not,8082,4439,28
27,Not,8082,4439,28
27,Not,8082,4439,28
27,Not,8082,4439,28
27,Not,8083,4439,28
27,Not,8083,4440,28
27,Not,8083,4440,28
27,Not,8083,4439,28
27,Not,8085,4440,28
27,Not,8085,4440,28
27,Not,8085,4439,28
27,Not,8085,4440,28
27,Not,8084,4439,28
27,Not,8083,4439,28
27,Not,8085,4439,28
27,Not,8085,4439,28
27,Not,8083,4440,28
27,Not,8083,4439,28
27,Not,8083,4440,28
27,Not,8083,4439,28
27,Not,8084,4440,28
27,Not,8083,4440,28
27,Not,8083,4439,28
27,Not,8083,4439,28
27,Not,8083,4440,28
27,Not,8083,4439,28
27,Not,8083,4439,28
27,Not,8084,4440,28
27,Not,8083,4439,28
27,Not,8084,4439,28
27,Not,8086,4439,28
27,Not,8086,4439,28
27,Not,8086,4439,28
27,Not,8086,4439,28
27,Not,8085,4439,28
27,Not,8085,4440,28
27,Not,8085,4439,29
27,Not,8085,4439,29
27,Not,8085,4440,29
27,Not,8085,4440,29
27,Not,8085,4439,29
27,Not,8085,4439,29
27,Not,8085,4439,29
27,Not,8085,4439,29
27,Not,8085,4439,29
27,Not,8085,4440,29
27,Not,8085,4439,29
27,Not,8088,4439,29
27,Not,8088,4440,29
27,Not,8088,4439,29
27,Not,8088,4439,29
27,Not,8086,4439,29
27,Not,8087,4439,29
27,Not,8087,4440,29
27,Not,8087,4440,29
27,Not,8087,4439,29
27,Not,8087,4440,29
27,Not,8087,4440,29
27,Not,8087,4439,29
27,Not,8087,4440,29
27,Not,8087,4440,29
27,Not,8087,4439,29
27,Not,8087,4439,29
27,Not,8087,4440,29
27,Not,8087,4440,29
27,Not,8087,4439,29
27,Not,8087,4440,29
27,Not,8087,4439,29
27,Not,8087,4440,29
27,Not,8089,4439,29
27,Not,8089,4440,29
27,Not,8089,4440,29
27,Not,8089,4440,29
27,Not,8088,4439,29
27,Not,8088,4440,29
27,Not,8088,4439,29
27,Not,8088,4440,29
27,Not,8088,4440,29
27,Not,8088,4440,29
27,Not,8088,4439,29
27,Not,8088,4439,29
27,Not,8088,4440,29
27,Not,8088,4440,29
27,Not,8088,4439,29
27,Not,8088,4439,30
27,Not,8088,4439,30
27,Not,8090,4440,30
27,Not,8091,4439,30
27,Not,8091,4440,30
27,Not,8091,4439,30
27,Not,8091,4440,30
27,Not,8090,4440,30
27,Not,8090,4440,30
27,Not,8090,4440,30
27,Not,8090,4439,30
27,Not,8090,4439,30
27,Not,8090,4439,30
27,Not,8090,4439,30
27,Not,8090,4439,30
27,Not,8090,4439,30
27,Not,8090,4440,30
27,Not,8090,4439,30
27,Not,8090,4439,30
27,Not,8090,4440,30
27,Not,8090,4439,30
27,Not,8090,4440,30
28,Not,8090,4439,30
27,Not,8090,4439,30
28,Not,8092,4439,30
28,Not,8092,4440,30
28,Not,8092,4439,30
28,Not,8092,4440,30
28,Not,8090,4440,30
28,Not,8091,4439,30
28,Not,8091,4440,30
28,Not,8091,4439,30
28,Not,8091,4440,30
27,Not,8091,4440,30
28,Not,8091,4439,30
28,Not,8091,4439,30
28,Not,8091,4439,30
28,Not,8091,4439,30
28,Not,8092,4439,30
28,Not,8092,4439,30
28,Not,8092,4439,30
28,Not,8093,4439,30
28,Not,8094,4440,30
28,Not,8094,4439,30
28,Not,8094,4439,30
28,Not,8094,4439,30
28,Not,8092,4439,30
28,Not,8092,4439,30
28,Not,8093,4439,30
28,Not,8093,4439,30
28,Not,8093,4439,31
28,Not,8093,4440,31
28,Not,8093,4440,31
28,Not,8093,4439,31
28,Not,8093,4440,31
28,Not,8093,4440,31
28,Not,8093,4439,31
28,Not,8094,4439,31
28,Not,8094,4440,31
28,Not,8093,4439,31
28,Not,8093,4439,31
28,Not,8093,4440,31
28,Not,8093,4439,31
28,Not,8095,4439,31
28,Not,8095,4439,31
28,Not,8095,4439,31
28,Not,8095,4439,31
28,Not,8094,4440,31
28,Not,8094,4439,31
28,Not,8094,4439,31
28,Not,8094,4439,31
28,Not,8094,4439,31
28,Not,8094,4439,31
28,Not,8094,4439,31
28,Not,8094,4439,31
28,Not,8094,4439,31
28,Not,8094,4439,31
28,Not,8094,4439,31
28,Not,8095,4439,31
28,Not,8095,4440,31
28,Not,8096,4439,31
28,Not,8097,4439,31
28,Not,8097,4439,31
28,Not,8097,4439,31
28,Not,8097,4439,31
28,Not,8095,4439,31
28,Not,8095,4439,31
28,Not,8095,4439,31
28,Not,8096,4439,31
28,Not,8095,4439,31
28,Not,8095,4439,31
28,Not,8096,4439,31
28,Not,8096,4439,31
28,Not,8097,4439,31
28,Not,8097,4440,31
28,Not,8096,4439,31
28,Not,8096,4439,31
28,Not,8099,4439,31
28,Not,8099,4439,31
28,Not,8098,4440,32
28,Not,8098,4439,32
28,Not,8097,4439,32
28,Not,8099,4439,32
28,Not,8099,4439,32
28,Not,8098,4439,32
28,Not,8098,4439,32
28,Not,8097,4439,32
28,Not,8097,4439,32
28,Not,8097,4439,32
28,Not,8097,4439,32
28,Not,8097,4439,32
28,Not,8097,4439,32
28,Not,8097,4439,32
28,Not,8097,4440,32
28,Not,8098,4439,32
28,Not,8098,4439,32
28,Not,8098,4439,32
28,Not,8098,4439,32
28,Not,8098,4439,32
28,Not,8100,4439,32
28,Not,8100,4439,32
28,Not,8100,4439,32
28,Not,8100,4439,32
28,Not,8098,4439,32
28,Not,8098,4439,32
28,Not,8098,4439,32
28,Not,8098,4439,32
28,Not,8099,4440,32
28,Not,8099,4439,32
28,Not,8099,4439,32
28,Not,8099,4439,32
28,Not,8099,4439,32
28,Not,8099,4439,32
28,Not,8100,4439,32
28,Not,8100,4439,32
28,Not,8100,4439,32
28,Not,8102,4439,32
28,Not,8100,4439,32
28,Not,8102,4439,32
28,Not,8102,4439,32
28,Not,8102,4439,32
28,Not,8101,4439,32
28,Not,8101,4439,32
28,Not,8102,4439,32
28,Not,8102,4439,32
28,Not,8100,4439,32
28,Not,8101,4439,32
28,Not,8100,4439,32
28,Not,8101,4439,33
28,Not,8101,4440,33
28,Not,8101,4439,33
28,Not,8101,4439,33
28,Not,8101,4439,33
28,Not,8101,4439,33
28,Not,8101,4439,33
28,Not,8101,4439,33
28,Not,8101,4439,33
28,Not,8101,4439,33
28,Not,8103,4439,33
28,Not,8103,4439,33
28,Not,8104,4439,33
28,Not,8104,4439,33
28,Not,8102,4439,33
28,Not,8102,4439,33
28,Not,8102,4439,33
28,Not,8102,4439,33
28,Not,8102,4440,33
28,Not,8102,4439,33
28,Not,8102,4439,33
28,Not,8103,4439,33
28,Not,8103,4439,33
28,Not,8103,4439,33
28,Not,8103,4439,33
28,Not,8103,4439,33
28,Not,8103,4439,33
28,Not,8105,4439,33
28,Not,8105,4439,33
28,Not,8106,4439,33
28,Not,8106,4439,33
28,Not,8104,4439,33
28,Not,8104,4440,33
28,Not,8104,4439,33
28,Not,8105,4439,33
28,Not,8105,4439,33
28,Not,8105,4439,33
28,Not,8105,4439,33
28,Not,8105,4439,33
28,Not,8105,4439,33
28,Not,8104,4439,33
28,Not,8104,4439,33
28,Not,8105,4439,33
28,Not,8105,4439,33
28,Not,8105,4439,33
28,Not,8105,4439,33
28,Not,8105,4439,33
28,Not,8105,4439,33
28,Not,8105,4439,33
28,Not,8107,4439,34
28,Not,8107,4439,34
28,Not,8108,4439,34
28,Not,8107,4439,34
28,Not,8106,4439,34
28,Not,8106,4439,34
28,Not,8106,4439,34
28,Not,8106,4439,34
28,Not,8106,4439,34
28,Not,8106,4439,34
28,Not,8106,4439,34
28,Not,8106,4439,34
28,Not,8106,4440,34
28,Not,8107,4439,34
28,Not,8107,4439,34
28,Not,8107,4439,34
28,Not,8107,4439,34
28,Not,8109,4439,34
28,Not,8109,4439,34
28,Not,8109,4439,34
28,Not,8110,4439,34
28,Not,8109,4439,34
28,Not,8109,4439,34
28,Not,8109,4439,34
28,Not,8109,4439,34
28,Not,8108,4439,34
28,Not,8109,4439,34
28,Not,8109,4439,34
28,Not,8109,4440,34
28,Not,8109,4439,34
28,Not,8109,4439,34
28,Not,8109,4439,34
28,Not,8109,4440,34
28,Not,8109,4439,34
28,Not,8109,4439,34
28,Not,8109,4439,34
28,Not,8109,4439,34
28,Not,8109,4439,34
28,Not,8111,4439,34
28,Not,8111,4439,34
28,Not,8111,4440,34
28,Not,8111,4439,34
28,Not,8111,4439,34
28,Not,8110,4439,34
28,Not,8110,4439,34
28,Not,8110,4439,34
28,Not,8110,4439,34
28,Not,8110,4439,34
28,Not,8110,4439,34
28,Not,8110,4439,34
28,Not,8110,4440,35
28,Not,8111,4439,35
28,Not,8111,4439,35
28,Not,8111,4439,35
28,Not,8111,4439,35
28,Not,8111,4439,35
28,Not,8113,4439,35
28,Not,8113,4439,35
28,Not,8113,4440,35
28,Not,8113,4439,35
28,Not,8111,4439,35
28,Not,8111,4439,35
28,Not,8112,4439,35
28,Not,8112,4439,35
28,Not,8112,4440,35
28,Not,8113,4439,35
28,Not,8113,4439,35
28,Not,8113,4439,35
28,Not,8113,4439,35
28,Not,8113,4439,35
28,Not,8113,4439,35
28,Not,8113,4439,35
28,Not,8113,4439,35
28,Not,8115,4439,35
28,Not,8113,4439,35
28,Not,8113,4440,35
28,Not,8113,4439,35
28,Not,8113,4439,35
28,Not,8115,4439,35
28,Not,8115,4439,35
28,Not,8115,4439,35
28,Not,8115,4439,35
28,Not,8114,4439,35
28,Not,8114,4439,35
28,Not,8114,4440,35
28,Not,8114,4439,35
28,Not,8114,4439,35
28,Not,8114,4440,35
28,Not,8114,4439,35
28,Not,8114,4439,35
28,Not,8114,4439,35
28,Not,8114,4439,35
28,Not,8114,4440,35
28,Not,8114,4439,35
28,Not,8114,4439,35
28,Not,8116,4439,35
28,Not,8116,4439,35
28,Not,8117,4440,35
28,Not,8116,4439,36
28,Not,8115,4439,36
28,Not,8115,4439,36
28,Not,8115,4439,36
28,Not,8115,4440,36
28,Not,8115,4439,36
28,Not,8116,4439,36
28,Not,8116,4439,36
28,Not,8116,4439,36
28,Not,8117,4439,36
28,Not,8117,4439,36
28,Not,8117,4439,36
28,Not,8117,4439,36
28,Not,8117,4439,36
28,Not,8119,4439,36
28,Not,8119,4439,36
28,Not,8119,4439,36
28,Not,8119,4440,36
28,Not,8117,4439,36
28,Not,8119,4439,36
28,Not,8119,4439,36
28,Not,8119,4439,36
28,Not,8119,4439,36
28,Not,8117,4439,36
28,Not,8118,4439,36
28,Not,8118,4439,36
28,Not,8118,4439,36
28,Not,8118,4440,36
28,Not,8118,4439,36
28,Not,8118,4439,36
28,Not,8118,4439,36
28,Not,8118,4439,36
28,Not,8118,4439,36
28,Not,8118,4439,36
28,Not,8118,4439,36
28,Not,8119,4439,36
28,Not,8120,4439,36
28,Not,8120,4439,36
28,Not,8121,4439,36
28,Not,8121,4439,36
28,Not,8119,4439,36
28,Not,8120,4439,36
28,Not,8119,4439,36
28,Not,8120,4439,36
28,Not,8120,4439,36
28,Not,8120,4439,36
28,Not,8120,4439,36
28,Not,8120,4439,36
28,Not,8120,4439,36
28,Not,8121,4439,37
28,Not,8121,4439,37
28,Not,8121,4439,37
28,Not,8121,4439,37
28,Not,8123,4439,37
28,Not,8123,4439,37
28,Not,8123,4439,37
28,Not,8124,4439,37
28,Not,8122,4439,37
28,Not,8123,4439,37
28,Not,8123,4439,37
28,Not,8123,4439,37
28,Not,8123,4439,37
28,Not,8122,4439,37
28,Not,8122,4439,37
28,Not,8122,4439,37
28,Not,8122,4439,37
28,Not,8122,4439,37
28,Not,8122,4439,37
28,Not,8122,4439,37
28,Not,8123,4439,37
28,Not,8123,4439,37
28,Not,8123,4439,37
28,Not,8123,4439,37
28,Not,8123,4439,37
28,Not,8125,4439,37
28,Not,8125,4440,37
28,Not,8125,4439,37
28,Not,8125,4439,37
28,Not,8125,4439,37
28,Not,8124,4439,37
28,Not,8124,4439,37
28,Not,8124,4439,37
28,Not,8124,4439,37
28,Not,8124,4440,37
28,Not,8124,4439,37
28,Not,8124,4439,37
28,Not,8125,4439,37
28,Not,8125,4439,37
28,Not,8125,4439,37
28,Not,8125,4439,37
28,Not,8125,4439,37
28,Not,8125,4439,37
28,Not,8128,4439,37
28,Not,8127,4439,37
28,Not,8128,4439,37
28,Not,8128,4439,37
28,Not,8127,4439,37
28,Not,8127,4439,37
28,Not,8127,4439,38
28,Not,8127,4439,38
28,Not,8128,4439,38
28,Not,8127,4439,38
28,Not,8127,4439,38
28,Not,8127,4439,38
28,Not,8127,4439,38
28,Not,8127,4439,38
28,Not,8127,4439,38
28,Not,8127,4439,38
28,Not,8128,4439,38
28,Not,8127,4439,38
28,Not,8127,4439,38
28,Not,8127,4439,38
28,Not,8128,4439,38
28,Not,8129,4439,38
28,Not,8130,4439,38
28,Not,8130,4439,38
28,Not,8130,4439,38
28,Not,8130,4439,38
28,Not,8128,4439,38
28,Not,8129,4439,38
28,Not,8129,4439,38
28,Not,8129,4439,38
28,Not,8129,4439,38
28,Not,8129,4439,38
28,Not,8129,4439,38
28,Not,8129,4439,38
28,Not,8129,4439,38
28,Not,8129,4439,38
28,Not,8129,4439,38
28,Not,8130,4439,38
28,Not,8132,4439,38
28,Not,8133,4439,38
28,Not,8132,4439,38
28,Not,8133,4439,38
28,Not,8133,4439,38
28,Not,8132,4439,38
28,Not,8132,4439,38
28,Not,8132,4439,38
28,Not,8132,4439,38
28,Not,8132,4439,38
28,Not,8132,4439,38
28,Not,8132,4439,38
28,Not,8132,4439,38
28,Not,8132,4439,38
28,Not,8132,4439,38
28,Not,8132,4439,38
28,Not,8132,4439,38
28,Not,8132,4439,39
28,Not,8132,4439,39
28,Not,8132,4439,39
28,Not,8132,4439,39
28,Not,8132,4439,39
28,Not,8134,4439,39
28,Not,8134,4439,39
28,Not,8135,4439,39
28,Not,8135,4439,39
28,Not,8134,4439,39
28,Not,8133,4440,39
28,Not,8134,4439,39
28,Not,8134,4439,39
28,Not,8134,4439,39
28,Not,8134,4439,39
28,Not,8134,4439,39
28,Not,8134,4439,39
28,Not,8134,4439,39
28,Not,8134,4439,39
28,Not,8134,4439,39
28,Not,8135,4439,39
28,Not,8136,4439,39
28,Not,8136,4439,39
28,Not,8137,4439,39
28,Not,8137,4439,39
28,Not,8136,4439,39
28,Not,8136,4439,39
28,Not,8136,4439,39
28,Not,8136,4439,39
28,Not,8136,4439,39
28,Not,8136,4439,39
28,Not,8136,4439,39
28,Not,8137,4439,39
28,Not,8137,4439,39
28,Not,8137,4439,39
28,Not,8137,4439,39
28,Not,8137,4439,39
28,Not,8136,4439,39
28,Not,8136,4439,39
28,Not,8137,4439,39
28,Not,8137,4439,39
28,Not,8137,4439,39
28,Not,8139,4439,39
28,Not,8139,4439,39
28,Not,8139,4439,39
28,Not,8139,4438,39
28,Not,8138,4439,39
28,Not,8138,4439,39
28,Not,8138,4439,39
28,Not,8139,4439,40
28,Not,8138,4439,40
28,Not,8138,4439,40
28,Not,8139,4439,40
28,Not,8139,4439,40
29,Not,8139,4439,40
28,Not,8139,4439,40
28,Not,8139,4439,40
29,Not,8139,4439,40
28,Not,8139,4438,40
29,Not,8141,4439,40
28,Not,8141,4439,40
28,Not,8141,4439,40
28,Not,8142,4439,40
28,Not,8142,4439,40
29,Not,8141,4439,40
29,Not,8141,4439,40
28,Not,8141,4439,40
29,Not,8141,4439,40
28,Not,8142,4439,40
28,Not,8141,4439,40
28,Not,8141,4439,40
28,Not,8141,4439,40
28,Not,8142,4439,40
28,Not,8142,4439,40
28,Not,8142,4439,40
28,Not,8142,4439,40
28,Not,8142,4439,40
28,Not,8142,4439,40
28,Not,8142,4439,40
28,Not,8142,4439,40
28,Not,8142,4439,40
28,Not,8144,4439,40
28,Not,8145,4439,40
28,Not,8144,4439,40
28,Not,8144,4439,40
28,Not,8143,4439,40
28,Not,8143,4439,40
29,Not,8143,4439,40
28,Not,8143,4439,40
29,Not,8143,4439,40
29,Not,8144,4439,40
29,Not,8144,4439,40
29,Not,8144,4440,40
29,Not,8144,4439,40
29,Not,8144,4439,40
29,Not,8144,4440,40
29,Not,8145,4439,40
29,Not,8145,4439,41
29,Not,8146,4439,41
29,Not,8147,4440,41
29,Not,8147,4440,41
29,Not,8147,4439,41
29,Not,8147,4439,41
29,Not,8146,4439,41
29,Not,8146,4439,41
29,Not,8147,4439,41
29,Not,8147,4439,41
29,Not,8147,4439,41
29,Not,8147,4439,41
29,Not,8147,4439,41
29,Not,8147,4439,41
29,Not,8147,4439,41
29,Not,8147,4439,41
29,Not,8148,4439,41
29,Not,8148,4439,41
29,Not,8147,4439,41
29,Not,8147,4439,41
29,Not,8147,4439,41
29,Not,8148,4439,41
29,Not,8150,4439,41
29,Not,8150,4439,41
29,Not,8150,4439,41
29,Not,8150,4439,41
29,Not,8148,4439,41
29,Not,8148,4439,41
29,Not,8149,4439,41
29,Not,8149,4439,41
29,Not,8149,4439,41
29,Not,8149,4439,41
29,Not,8149,4439,41
29,Not,8149,4439,41
29,Not,8149,4439,41
29,Not,8150,4439,41
29,Not,8150,4439,41
29,Not,8150,4439,41
29,Not,8150,4439,41
29,Not,8151,4439,41
29,Not,8152,4439,41
29,Not,8152,4438,41
29,Not,8152,4439,41
29,Not,8153,4439,41
29,Not,8151,4439,41
29,Not,8151,4439,41
29,Not,8152,4439,41
29,Not,8152,4439,41
29,Not,8152,4439,41
29,Not,8152,4439,41
29,Not,8152,4439,42
29,Not,8153,4439,42
29,Not,8153,4439,42
29,Not,8153,4439,42
29,Not,8153,4439,42
29,Not,8153,4438,42
29,Not,8155,4439,42
29,Not,8155,4439,42
29,Not,8153,4439,42
29,Not,8153,4439,42
29,Not,8153,4439,42
29,Not,8155,4439,42
29,Not,8155,4439,42
29,Not,8155,4439,42
29,Not,8156,4439,42
29,Not,8154,4439,42
29,Not,8154,4439,42
29,Not,8154,4439,42
29,Not,8155,4439,42
29,Not,8155,4438,42
29,Not,8155,4439,42
29,Not,8155,4439,42
29,Not,8155,4439,42
29,Not,8155,4439,42
29,Not,8155,4439,42
29,Not,8155,4438,42
29,Not,8156,4439,42
29,Not,8156,4439,42
29,Not,8158,4439,42
29,Not,8158,4439,42
29,Not,8158,4439,42
29,Not,8158,4439,42
29,Not,8157,4439,42
29,Not,8157,4438,42
29,Not,8157,4439,42
29,Not,8157,4439,42
29,Not,8157,4439,42
29,Not,8157,4439,42
29,Not,8157,4439,42
29,Not,8158,4439,42
29,Not,8158,4438,42
29,Not,8159,4439,42
29,Not,8159,4439,42
29,Not,8159,4439,42
29,Not,8159,4439,42
29,Not,8161,4439,42
29,Not,8161,4439,42
29,Not,8162,4438,42
29,Not,8161,4439,42
29,Not,8160,4439,43
29,Not,8162,4439,43
29,Not,8162,4439,43
29,Not,8161,4439,43
29,Not,8162,4439,43
29,Not,8160,4439,43
29,Not,8160,4439,43
29,Not,8160,4439,43
29,Not,8161,4439,43
29,Not,8160,4439,43
29,Not,8160,4439,43
29,Not,8161,4439,43
29,Not,8161,4440,43
29,Not,8161,4439,43
29,Not,8161,4439,43
29,Not,8162,4438,43
29,Not,8162,4439,43
29,Not,8162,4439,43
29,Not,8164,4439,43
29,Not,8162,4439,43
29,Not,8164,4439,43
29,Not,8164,4439,43
29,Not,8165,4439,43
29,Not,8163,4439,43
29,Not,8163,4439,43
29,Not,8163,4439,43
29,Not,8163,4439,43
29,Not,8163,4439,43
29,Not,8164,4439,43
29,Not,8164,4439,43
29,Not,8164,4439,43
29,Not,8164,4439,43
29,Not,8165,4439,43
29,Not,8165,4439,43
29,Not,8165,4439,43
29,Not,8165,4439,43
29,Not,8167,4439,43
29,Not,8167,4439,43
29,Not,8167,4439,43
29,Not,8167,4439,43
29,Not,8166,4439,43
29,Not,8168,4439,43
29,Not,8168,4439,43
29,Not,8168,4438,43
29,Not,8166,4439,43
29,Not,8166,4439,43
29,Not,8167,4439,43
29,Not,8167,4439,43
29,Not,8167,4438,43
29,Not,8167,4439,44
29,Not,8167,4439,44
29,Not,8167,4439,44
29,Not,8167,4439,44
29,Not,8168,4439,44
29,Not,8168,4439,44
29,Not,8168,4439,44
29,Not,8168,4439,44
29,Not,8168,4439,44
29,Not,8170,4439,44
29,Not,8170,4439,44
29,Not,8171,4439,44
29,Not,8171,4439,44
29,Not,8169,4439,44
29,Not,8169,4439,44
29,Not,8170,4439,44
29,Not,8169,4438,44
29,Not,8169,4439,44
29,Not,8170,4439,44
29,Not,8170,4439,44
29,Not,8170,4439,44
29,Not,8170,4439,44
29,Not,8170,4439,44
29,Not,8171,4438,44
29,Not,8171,4439,44
29,Not,8172,4439,44
29,Not,8174,4439,44
29,Not,8173,4438,44
29,Not,8173,4439,44
29,Not,8174,4439,44
29,Not,8173,4439,44
29,Not,8173,4439,44
29,Not,8174,4439,44
29,Not,8174,4439,44
29,Not,8173,4439,44
29,Not,8173,4439,44
29,Not,8173,4439,44
29,Not,8173,4439,44
29,Not,8173,4439,44
29,Not,8173,4439,44
29,Not,8173,4439,44
29,Not,8173,4439,44
29,Not,8173,4439,44
29,Not,8174,4438,44
29,Not,8173,4439,44
29,Not,8174,4439,44
29,Not,8174,4439,44
29,Not,8176,4438,44
29,Not,8176,4439,44
29,Not,8176,4439,45
29,Not,8176,4439,45
29,Not,8175,4438,45
29,Not,8175,4439,45
29,Not,8176,4439,45
29,Not,8176,4439,45
29,Not,8175,4439,45
29,Not,8175,4439,45
29,Not,8176,4439,45
29,Not,8176,4439,45
29,Not,8176,4439,45
29,Not,8176,4439,45
29,Not,8176,4439,45
29,Not,8177,4439,45
29,Not,8179,4439,45
29,Not,8180,4439,45
29,Not,8180,4439,45
29,Not,8180,4439,45
29,Not,8180,4439,45
29,Not,8178,4439,45
29,Not,8179,4439,45
29,Not,8179,4439,45
29,Not,8179,4439,45
29,Not,8179,4439,45
29,Not,8179,4438,45
29,Not,8179,4439,45
29,Not,8179,4439,45
29,Not,8179,4439,45
29,Not,8179,4439,45
29,Not,8180,4439,45
29,Not,8180,4439,45
29,Not,8180,4439,45
